Year,Round,Code,Stint,Compound,Stint Start Lap,Stint End Lap,Stint Length
2018,1,ALO,1.0,ULTRASOFT,2.0,26.0,25
2018,1,ALO,2.0,SOFT,27.0,58.0,32
2018,1,BOT,1.0,ULTRASOFT,2.0,25.0,24
2018,1,BOT,2.0,SUPERSOFT,26.0,58.0,33
2018,1,ERI,1.0,SUPERSOFT,2.0,6.0,5
2018,1,GAS,1.0,ULTRASOFT,2.0,14.0,13
2018,1,GRO,1.0,ULTRASOFT,2.0,24.0,23
2018,1,HAM,1.0,ULTRASOFT,3.0,19.0,17
2018,1,HAM,2.0,SOFT,20.0,58.0,39
2018,1,HAR,2.0,SOFT,2.0,24.0,23
2018,1,HAR,3.0,ULTRASOFT,25.0,57.0,33
2018,1,HUL,1.0,ULTRASOFT,2.0,24.0,23
2018,1,HUL,2.0,SOFT,25.0,58.0,34
2018,1,LEC,1.0,SUPERSOFT,2.0,20.0,19
2018,1,LEC,2.0,SOFT,21.0,27.0,7
2018,1,LEC,3.0,ULTRASOFT,28.0,58.0,31
2018,1,MAG,1.0,ULTRASOFT,2.0,22.0,21
2018,1,OCO,1.0,ULTRASOFT,2.0,23.0,22
2018,1,OCO,2.0,SOFT,24.0,58.0,35
2018,1,PER,1.0,ULTRASOFT,2.0,24.0,23
2018,1,PER,2.0,SOFT,25.0,58.0,34
2018,1,RAI,1.0,ULTRASOFT,2.0,18.0,17
2018,1,RAI,2.0,SOFT,19.0,58.0,40
2018,1,RIC,1.0,SUPERSOFT,2.0,26.0,25
2018,1,RIC,2.0,SOFT,27.0,58.0,32
2018,1,SAI,1.0,ULTRASOFT,2.0,22.0,21
2018,1,SAI,2.0,SOFT,23.0,58.0,36
2018,1,SIR,1.0,SUPERSOFT,2.0,5.0,4
2018,1,STR,1.0,SUPERSOFT,2.0,25.0,24
2018,1,STR,2.0,SOFT,26.0,29.0,4
2018,1,STR,3.0,ULTRASOFT,30.0,58.0,29
2018,1,VAN,1.0,ULTRASOFT,2.0,25.0,24
2018,1,VAN,2.0,SUPERSOFT,26.0,58.0,33
2018,1,VER,1.0,SUPERSOFT,2.0,21.0,20
2018,1,VER,2.0,SOFT,22.0,58.0,37
2018,1,VET,1.0,ULTRASOFT,2.0,26.0,25
2018,1,VET,2.0,SOFT,27.0,58.0,32
2018,2,ALO,1.0,SOFT,2.0,14.0,13
2018,2,ALO,2.0,MEDIUM,15.0,39.0,25
2018,2,ALO,3.0,SUPERSOFT,40.0,56.0,17
2018,2,BOT,1.0,SUPERSOFT,2.0,20.0,19
2018,2,BOT,2.0,MEDIUM,21.0,57.0,37
2018,2,ERI,1.0,SOFT,2.0,23.0,22
2018,2,ERI,2.0,MEDIUM,24.0,56.0,33
2018,2,GAS,1.0,SUPERSOFT,2.0,15.0,14
2018,2,GAS,2.0,SOFT,16.0,34.0,19
2018,2,GAS,3.0,SUPERSOFT,35.0,57.0,23
2018,2,GRO,1.0,SUPERSOFT,2.0,18.0,17
2018,2,GRO,2.0,SOFT,19.0,30.0,12
2018,2,GRO,3.0,SUPERSOFT,31.0,45.0,15
2018,2,GRO,4.0,SUPERSOFT,46.0,56.0,11
2018,2,HAM,1.0,SOFT,2.0,26.0,25
2018,2,HAM,2.0,MEDIUM,27.0,57.0,31
2018,2,HAR,1.0,SUPERSOFT,2.0,20.0,19
2018,2,HAR,2.0,SOFT,21.0,42.0,22
2018,2,HAR,3.0,SUPERSOFT,43.0,56.0,14
2018,2,HUL,1.0,SUPERSOFT,2.0,15.0,14
2018,2,HUL,2.0,SOFT,16.0,39.0,24
2018,2,HUL,3.0,SUPERSOFT,40.0,57.0,18
2018,2,LEC,1.0,SOFT,2.0,3.0,2
2018,2,LEC,2.0,MEDIUM,4.0,34.0,31
2018,2,LEC,3.0,SUPERSOFT,35.0,56.0,22
2018,2,MAG,1.0,SUPERSOFT,2.0,13.0,12
2018,2,MAG,2.0,SUPERSOFT,14.0,27.0,14
2018,2,MAG,3.0,SOFT,28.0,57.0,30
2018,2,OCO,1.0,SUPERSOFT,2.0,15.0,14
2018,2,OCO,2.0,MEDIUM,16.0,35.0,20
2018,2,OCO,3.0,SOFT,36.0,56.0,21
2018,2,PER,1.0,SOFT,2.0,9.0,8
2018,2,PER,2.0,MEDIUM,10.0,32.0,23
2018,2,PER,3.0,SUPERSOFT,33.0,56.0,24
2018,2,RAI,1.0,SUPERSOFT,2.0,19.0,18
2018,2,RAI,2.0,SOFT,20.0,34.0,15
2018,2,SAI,1.0,SUPERSOFT,2.0,16.0,15
2018,2,SAI,2.0,SUPERSOFT,17.0,26.0,10
2018,2,SAI,3.0,SOFT,27.0,56.0,30
2018,2,SIR,1.0,SOFT,2.0,22.0,21
2018,2,SIR,2.0,MEDIUM,23.0,40.0,18
2018,2,SIR,3.0,SUPERSOFT,41.0,56.0,16
2018,2,STR,1.0,SOFT,2.0,10.0,9
2018,2,STR,2.0,SUPERSOFT,11.0,29.0,19
2018,2,STR,3.0,MEDIUM,30.0,55.0,26
2018,2,VAN,1.0,SUPERSOFT,2.0,10.0,9
2018,2,VAN,2.0,SOFT,11.0,28.0,18
2018,2,VAN,3.0,MEDIUM,29.0,56.0,28
2018,2,VER,1.0,SOFT,2.0,2.0,1
2018,2,VER,2.0,SUPERSOFT,3.0,4.0,2
2018,2,VET,1.0,SUPERSOFT,3.0,18.0,16
2018,2,VET,2.0,SOFT,19.0,57.0,39
2018,3,ALO,1.0,SOFT,2.0,47.0,46
2018,3,ALO,2.0,MEDIUM,48.0,56.0,9
2018,3,BOT,1.0,SOFT,2.0,47.0,46
2018,3,BOT,2.0,MEDIUM,48.0,56.0,9
2018,3,ERI,1.0,SOFT,2.0,46.0,45
2018,3,ERI,2.0,MEDIUM,47.0,56.0,10
2018,3,GAS,1.0,MEDIUM,2.0,46.0,45
2018,3,GAS,2.0,SOFT,47.0,47.0,1
2018,3,GAS,3.0,ULTRASOFT,48.0,56.0,9
2018,3,GRO,1.0,ULTRASOFT,2.0,46.0,45
2018,3,GRO,3.0,MEDIUM,47.0,56.0,10
2018,3,HAM,1.0,SOFT,2.0,46.0,45
2018,3,HAM,2.0,MEDIUM,47.0,56.0,10
2018,3,HAR,1.0,ULTRASOFT,2.0,46.0,45
2018,3,HAR,3.0,SOFT,47.0,51.0,5
2018,3,HUL,1.0,ULTRASOFT,2.0,46.0,45
2018,3,HUL,2.0,MEDIUM,47.0,47.0,1
2018,3,HUL,3.0,SOFT,48.0,56.0,9
2018,3,LEC,1.0,SOFT,2.0,46.0,45
2018,3,LEC,2.0,MEDIUM,47.0,56.0,10
2018,3,MAG,1.0,SOFT,2.0,46.0,45
2018,3,MAG,2.0,MEDIUM,47.0,56.0,10
2018,3,OCO,1.0,SOFT,2.0,46.0,45
2018,3,OCO,2.0,SOFT,47.0,47.0,1
2018,3,OCO,3.0,ULTRASOFT,48.0,56.0,9
2018,3,PER,1.0,ULTRASOFT,2.0,46.0,45
2018,3,PER,2.0,SOFT,47.0,47.0,1
2018,3,PER,3.0,SOFT,48.0,56.0,9
2018,3,RAI,1.0,SOFT,2.0,47.0,46
2018,3,RAI,2.0,MEDIUM,48.0,56.0,9
2018,3,RIC,1.0,ULTRASOFT,2.0,47.0,46
2018,3,RIC,3.0,SOFT,48.0,56.0,9
2018,3,SAI,1.0,ULTRASOFT,2.0,46.0,45
2018,3,SAI,2.0,MEDIUM,47.0,47.0,1
2018,3,SAI,3.0,SOFT,48.0,56.0,9
2018,3,SIR,1.0,SOFT,2.0,46.0,45
2018,3,SIR,2.0,MEDIUM,47.0,47.0,1
2018,3,SIR,3.0,SOFT,48.0,56.0,9
2018,3,STR,1.0,SOFT,2.0,46.0,45
2018,3,STR,2.0,MEDIUM,47.0,56.0,10
2018,3,VAN,1.0,SOFT,2.0,46.0,45
2018,3,VAN,2.0,MEDIUM,47.0,56.0,10
2018,3,VER,1.0,ULTRASOFT,2.0,46.0,45
2018,3,VER,2.0,MEDIUM,47.0,47.0,1
2018,3,VER,3.0,SOFT,48.0,56.0,9
2018,3,VET,1.0,SOFT,3.0,46.0,44
2018,3,VET,2.0,MEDIUM,47.0,56.0,10
2018,4,ALO,2.0,SOFT,2.0,40.0,39
2018,4,ALO,3.0,ULTRASOFT,41.0,51.0,11
2018,4,BOT,1.0,SUPERSOFT,2.0,40.0,39
2018,4,BOT,2.0,ULTRASOFT,41.0,49.0,9
2018,4,ERI,2.0,SOFT,2.0,18.0,17
2018,4,ERI,3.0,ULTRASOFT,19.0,36.0,18
2018,4,ERI,4.0,ULTRASOFT,37.0,39.0,3
2018,4,ERI,5.0,ULTRASOFT,40.0,51.0,12
2018,4,GAS,1.0,ULTRASOFT,2.0,12.0,11
2018,4,GAS,2.0,SOFT,13.0,39.0,27
2018,4,GAS,3.0,ULTRASOFT,40.0,51.0,12
2018,4,GRO,1.0,SOFT,2.0,2.0,1
2018,4,GRO,2.0,SUPERSOFT,3.0,40.0,38
2018,4,GRO,3.0,ULTRASOFT,41.0,43.0,3
2018,4,HAM,1.0,SUPERSOFT,2.0,22.0,21
2018,4,HAM,2.0,SOFT,23.0,40.0,18
2018,4,HAM,3.0,ULTRASOFT,41.0,51.0,11
2018,4,HAR,2.0,ULTRASOFT,2.0,22.0,21
2018,4,HAR,3.0,SUPERSOFT,23.0,39.0,17
2018,4,HAR,4.0,ULTRASOFT,40.0,51.0,12
2018,4,HUL,1.0,ULTRASOFT,2.0,11.0,10
2018,4,LEC,1.0,SUPERSOFT,2.0,24.0,23
2018,4,LEC,2.0,SOFT,25.0,40.0,16
2018,4,LEC,3.0,ULTRASOFT,41.0,51.0,11
2018,4,MAG,2.0,SOFT,2.0,39.0,38
2018,4,MAG,3.0,ULTRASOFT,40.0,51.0,12
2018,4,OCO,1.0,ULTRASOFT,1.0,1.0,1
2018,4,PER,1.0,ULTRASOFT,2.0,2.0,1
2018,4,PER,2.0,SOFT,3.0,40.0,38
2018,4,PER,3.0,SUPERSOFT,41.0,51.0,11
2018,4,RAI,2.0,SOFT,2.0,2.0,1
2018,4,RAI,3.0,ULTRASOFT,3.0,51.0,49
2018,4,RIC,1.0,SUPERSOFT,2.0,37.0,36
2018,4,RIC,2.0,ULTRASOFT,38.0,40.0,3
2018,4,SAI,1.0,ULTRASOFT,2.0,15.0,14
2018,4,SAI,2.0,SOFT,16.0,40.0,25
2018,4,SAI,3.0,ULTRASOFT,41.0,51.0,11
2018,4,SIR,1.0,SUPERSOFT,1.0,1.0,1
2018,4,STR,1.0,SUPERSOFT,2.0,23.0,22
2018,4,STR,2.0,SOFT,24.0,40.0,17
2018,4,STR,3.0,ULTRASOFT,41.0,51.0,11
2018,4,VAN,1.0,SUPERSOFT,2.0,17.0,16
2018,4,VAN,2.0,SOFT,18.0,25.0,8
2018,4,VAN,3.0,ULTRASOFT,26.0,39.0,14
2018,4,VAN,4.0,ULTRASOFT,40.0,46.0,7
2018,4,VAN,5.0,ULTRASOFT,47.0,51.0,5
2018,4,VER,1.0,SUPERSOFT,2.0,38.0,37
2018,4,VER,2.0,ULTRASOFT,39.0,40.0,2
2018,4,VET,1.0,SUPERSOFT,3.0,30.0,28
2018,4,VET,2.0,SOFT,31.0,40.0,10
2018,4,VET,3.0,ULTRASOFT,41.0,51.0,11
2018,5,ALO,1.0,SUPERSOFT,2.0,21.0,20
2018,5,ALO,2.0,MEDIUM,22.0,65.0,44
2018,5,BOT,1.0,SOFT,2.0,19.0,18
2018,5,BOT,2.0,MEDIUM,20.0,66.0,47
2018,5,ERI,1.0,MEDIUM,2.0,35.0,34
2018,5,ERI,2.0,SOFT,36.0,64.0,29
2018,5,GAS,1.0,SOFT,1.0,1.0,1
2018,5,GRO,1.0,SOFT,1.0,1.0,1
2018,5,HAM,1.0,SOFT,3.0,25.0,23
2018,5,HAM,2.0,MEDIUM,26.0,66.0,41
2018,5,HAR,1.0,SOFT,2.0,4.0,3
2018,5,HAR,2.0,MEDIUM,5.0,33.0,29
2018,5,HAR,3.0,MEDIUM,34.0,64.0,31
2018,5,HUL,1.0,SOFT,1.0,1.0,1
2018,5,LEC,1.0,SOFT,2.0,20.0,19
2018,5,LEC,2.0,MEDIUM,21.0,64.0,44
2018,5,MAG,1.0,SOFT,2.0,32.0,31
2018,5,MAG,2.0,MEDIUM,33.0,65.0,33
2018,5,OCO,1.0,SOFT,2.0,29.0,28
2018,5,OCO,2.0,MEDIUM,30.0,39.0,10
2018,5,PER,1.0,SOFT,2.0,26.0,25
2018,5,PER,2.0,MEDIUM,27.0,40.0,14
2018,5,PER,3.0,SOFT,41.0,64.0,24
2018,5,RAI,1.0,SOFT,2.0,25.0,24
2018,5,RIC,1.0,SOFT,2.0,33.0,32
2018,5,RIC,2.0,MEDIUM,34.0,66.0,33
2018,5,SAI,1.0,SOFT,2.0,25.0,24
2018,5,SAI,2.0,MEDIUM,26.0,65.0,40
2018,5,SIR,1.0,SOFT,2.0,4.0,3
2018,5,SIR,2.0,MEDIUM,5.0,24.0,20
2018,5,SIR,3.0,MEDIUM,25.0,41.0,17
2018,5,SIR,4.0,SUPERSOFT,42.0,63.0,22
2018,5,STR,1.0,SOFT,2.0,20.0,19
2018,5,STR,2.0,MEDIUM,21.0,64.0,44
2018,5,VAN,1.0,SOFT,2.0,34.0,33
2018,5,VAN,2.0,MEDIUM,35.0,46.0,12
2018,5,VER,1.0,SOFT,2.0,34.0,33
2018,5,VER,2.0,MEDIUM,35.0,66.0,32
2018,5,VET,1.0,SOFT,2.0,17.0,16
2018,5,VET,2.0,MEDIUM,18.0,41.0,24
2018,5,VET,3.0,MEDIUM,42.0,66.0,25
2018,6,ALO,1.0,HYPERSOFT,2.0,19.0,18
2018,6,ALO,2.0,SUPERSOFT,20.0,53.0,34
2018,6,BOT,1.0,HYPERSOFT,2.0,17.0,16
2018,6,BOT,2.0,SUPERSOFT,18.0,78.0,61
2018,6,ERI,1.0,ULTRASOFT,2.0,17.0,16
2018,6,ERI,2.0,SUPERSOFT,18.0,78.0,61
2018,6,GAS,1.0,HYPERSOFT,2.0,37.0,36
2018,6,GAS,2.0,SUPERSOFT,38.0,78.0,41
2018,6,GRO,1.0,ULTRASOFT,2.0,15.0,14
2018,6,GRO,2.0,SUPERSOFT,16.0,68.0,53
2018,6,GRO,3.0,HYPERSOFT,69.0,77.0,9
2018,6,HAM,1.0,HYPERSOFT,2.0,12.0,11
2018,6,HAM,2.0,ULTRASOFT,13.0,78.0,66
2018,6,HAR,1.0,HYPERSOFT,2.0,13.0,12
2018,6,HAR,2.0,ULTRASOFT,14.0,71.0,58
2018,6,HUL,1.0,ULTRASOFT,2.0,50.0,49
2018,6,HUL,2.0,HYPERSOFT,51.0,78.0,28
2018,6,LEC,1.0,ULTRASOFT,2.0,14.0,13
2018,6,LEC,2.0,SUPERSOFT,15.0,71.0,57
2018,6,MAG,1.0,ULTRASOFT,2.0,17.0,16
2018,6,MAG,2.0,SUPERSOFT,18.0,78.0,61
2018,6,OCO,1.0,HYPERSOFT,2.0,23.0,22
2018,6,OCO,2.0,SUPERSOFT,24.0,78.0,55
2018,6,PER,1.0,HYPERSOFT,2.0,21.0,20
2018,6,PER,2.0,SUPERSOFT,22.0,78.0,57
2018,6,RAI,1.0,HYPERSOFT,2.0,17.0,16
2018,6,RAI,2.0,ULTRASOFT,18.0,78.0,61
2018,6,RIC,1.0,HYPERSOFT,3.0,17.0,15
2018,6,RIC,2.0,ULTRASOFT,18.0,78.0,61
2018,6,SAI,1.0,HYPERSOFT,2.0,16.0,15
2018,6,SAI,2.0,ULTRASOFT,17.0,78.0,62
2018,6,SIR,1.0,HYPERSOFT,2.0,7.0,6
2018,6,SIR,2.0,HYPERSOFT,8.0,19.0,12
2018,6,SIR,3.0,ULTRASOFT,20.0,49.0,30
2018,6,SIR,4.0,SUPERSOFT,50.0,77.0,28
2018,6,STR,1.0,ULTRASOFT,2.0,9.0,8
2018,6,STR,2.0,SUPERSOFT,10.0,34.0,25
2018,6,STR,3.0,HYPERSOFT,35.0,59.0,25
2018,6,STR,4.0,HYPERSOFT,60.0,76.0,17
2018,6,VAN,1.0,ULTRASOFT,2.0,20.0,19
2018,6,VAN,2.0,SUPERSOFT,21.0,72.0,52
2018,6,VAN,3.0,HYPERSOFT,73.0,77.0,5
2018,6,VER,1.0,ULTRASOFT,2.0,47.0,46
2018,6,VER,2.0,HYPERSOFT,48.0,78.0,31
2018,6,VET,1.0,HYPERSOFT,2.0,16.0,15
2018,6,VET,2.0,ULTRASOFT,17.0,78.0,62
2018,7,ALO,1.0,ULTRASOFT,2.0,18.0,17
2018,7,ALO,2.0,SUPERSOFT,19.0,41.0,23
2018,7,BOT,1.0,ULTRASOFT,2.0,36.0,35
2018,7,BOT,2.0,SUPERSOFT,37.0,70.0,34
2018,7,ERI,2.0,SUPERSOFT,2.0,68.0,67
2018,7,GAS,1.0,HYPERSOFT,2.0,23.0,22
2018,7,GAS,2.0,SUPERSOFT,24.0,69.0,46
2018,7,GRO,1.0,ULTRASOFT,2.0,48.0,47
2018,7,GRO,2.0,SUPERSOFT,49.0,69.0,21
2018,7,HAM,1.0,ULTRASOFT,2.0,16.0,15
2018,7,HAM,2.0,SUPERSOFT,17.0,70.0,54
2018,7,HAR,1.0,HYPERSOFT,1.0,1.0,1
2018,7,HUL,1.0,HYPERSOFT,2.0,13.0,12
2018,7,HUL,2.0,SUPERSOFT,14.0,69.0,56
2018,7,LEC,1.0,ULTRASOFT,2.0,19.0,18
2018,7,LEC,2.0,SUPERSOFT,20.0,69.0,50
2018,7,MAG,1.0,ULTRASOFT,2.0,22.0,21
2018,7,MAG,2.0,SUPERSOFT,23.0,69.0,47
2018,7,OCO,1.0,HYPERSOFT,2.0,11.0,10
2018,7,OCO,2.0,SUPERSOFT,12.0,69.0,58
2018,7,PER,1.0,HYPERSOFT,2.0,9.0,8
2018,7,PER,2.0,SUPERSOFT,10.0,44.0,35
2018,7,PER,3.0,SUPERSOFT,45.0,69.0,25
2018,7,RAI,1.0,ULTRASOFT,2.0,32.0,31
2018,7,RAI,2.0,SUPERSOFT,33.0,70.0,38
2018,7,RIC,1.0,HYPERSOFT,2.0,17.0,16
2018,7,RIC,2.0,SUPERSOFT,18.0,70.0,53
2018,7,SAI,1.0,HYPERSOFT,2.0,14.0,13
2018,7,SAI,2.0,SUPERSOFT,15.0,69.0,55
2018,7,SIR,1.0,SUPERSOFT,2.0,26.0,25
2018,7,SIR,2.0,ULTRASOFT,27.0,68.0,42
2018,7,STR,1.0,ULTRASOFT,1.0,1.0,1
2018,7,VAN,2.0,SUPERSOFT,2.0,48.0,47
2018,7,VAN,3.0,HYPERSOFT,49.0,68.0,20
2018,7,VER,1.0,HYPERSOFT,2.0,16.0,15
2018,7,VER,2.0,SUPERSOFT,17.0,70.0,54
2018,7,VET,1.0,ULTRASOFT,3.0,37.0,35
2018,7,VET,2.0,SUPERSOFT,38.0,70.0,33
2018,8,ALO,2.0,SOFT,2.0,46.0,45
2018,8,ALO,3.0,ULTRASOFT,47.0,51.0,5
2018,8,BOT,2.0,SOFT,2.0,39.0,38
2018,8,BOT,3.0,SUPERSOFT,40.0,53.0,14
2018,8,ERI,1.0,SUPERSOFT,2.0,35.0,34
2018,8,ERI,2.0,ULTRASOFT,36.0,52.0,17
2018,8,GAS,1.0,SUPERSOFT,1.0,1.0,1
2018,8,GRO,1.0,ULTRASOFT,2.0,34.0,33
2018,8,GRO,2.0,SUPERSOFT,35.0,52.0,18
2018,8,HAM,1.0,SUPERSOFT,3.0,33.0,31
2018,8,HAM,2.0,SOFT,34.0,53.0,20
2018,8,HAR,1.0,ULTRASOFT,2.0,38.0,37
2018,8,HAR,2.0,SUPERSOFT,39.0,52.0,14
2018,8,HUL,1.0,SOFT,2.0,37.0,36
2018,8,HUL,2.0,ULTRASOFT,38.0,53.0,16
2018,8,LEC,1.0,ULTRASOFT,2.0,31.0,30
2018,8,LEC,2.0,SUPERSOFT,32.0,53.0,22
2018,8,MAG,1.0,ULTRASOFT,2.0,28.0,27
2018,8,MAG,2.0,SOFT,29.0,53.0,25
2018,8,OCO,1.0,ULTRASOFT,1.0,1.0,1
2018,8,PER,1.0,SOFT,2.0,28.0,27
2018,8,RAI,1.0,ULTRASOFT,2.0,34.0,33
2018,8,RAI,2.0,SUPERSOFT,35.0,53.0,19
2018,8,RIC,1.0,SUPERSOFT,2.0,28.0,27
2018,8,RIC,2.0,SOFT,29.0,53.0,25
2018,8,SAI,1.0,ULTRASOFT,2.0,26.0,25
2018,8,SAI,2.0,SOFT,27.0,53.0,27
2018,8,SIR,2.0,SOFT,2.0,52.0,51
2018,8,STR,2.0,SOFT,2.0,49.0,48
2018,8,VAN,1.0,SUPERSOFT,2.0,40.0,39
2018,8,VAN,2.0,ULTRASOFT,41.0,52.0,12
2018,8,VER,1.0,SUPERSOFT,2.0,25.0,24
2018,8,VER,2.0,SOFT,26.0,53.0,28
2018,8,VET,2.0,SOFT,2.0,40.0,39
2018,8,VET,3.0,ULTRASOFT,41.0,53.0,13
2018,9,ALO,1.0,SUPERSOFT,2.0,15.0,14
2018,9,ALO,2.0,SOFT,16.0,70.0,55
2018,9,BOT,1.0,SUPERSOFT,2.0,14.0,13
2018,9,ERI,1.0,SOFT,2.0,45.0,44
2018,9,ERI,2.0,SUPERSOFT,46.0,70.0,25
2018,9,GAS,1.0,SUPERSOFT,2.0,15.0,14
2018,9,GAS,2.0,SOFT,16.0,70.0,55
2018,9,GRO,1.0,ULTRASOFT,2.0,15.0,14
2018,9,GRO,2.0,SOFT,16.0,70.0,55
2018,9,HAM,1.0,SUPERSOFT,3.0,25.0,23
2018,9,HAM,2.0,SOFT,26.0,52.0,27
2018,9,HAM,3.0,SUPERSOFT,53.0,63.0,11
2018,9,HAR,1.0,SUPERSOFT,2.0,55.0,54
2018,9,HUL,1.0,ULTRASOFT,2.0,12.0,11
2018,9,LEC,1.0,SUPERSOFT,2.0,15.0,14
2018,9,LEC,2.0,SOFT,16.0,70.0,55
2018,9,MAG,1.0,ULTRASOFT,2.0,28.0,27
2018,9,MAG,2.0,SOFT,29.0,70.0,42
2018,9,OCO,1.0,SUPERSOFT,2.0,15.0,14
2018,9,OCO,2.0,SOFT,16.0,70.0,55
2018,9,PER,1.0,SUPERSOFT,2.0,27.0,26
2018,9,PER,2.0,SOFT,28.0,70.0,43
2018,9,RAI,1.0,ULTRASOFT,2.0,15.0,14
2018,9,RAI,2.0,SOFT,16.0,71.0,56
2018,9,RIC,1.0,SUPERSOFT,2.0,15.0,14
2018,9,RIC,2.0,SOFT,16.0,38.0,23
2018,9,RIC,3.0,SUPERSOFT,39.0,54.0,16
2018,9,SAI,1.0,ULTRASOFT,2.0,15.0,14
2018,9,SAI,2.0,SOFT,16.0,34.0,19
2018,9,SAI,3.0,SUPERSOFT,35.0,70.0,36
2018,9,SIR,1.0,SUPERSOFT,2.0,24.0,23
2018,9,SIR,2.0,SOFT,25.0,60.0,36
2018,9,SIR,3.0,ULTRASOFT,61.0,69.0,9
2018,9,STR,1.0,ULTRASOFT,2.0,15.0,14
2018,9,STR,2.0,SOFT,16.0,65.0,50
2018,9,STR,3.0,SUPERSOFT,66.0,69.0,4
2018,9,VAN,2.0,SOFT,2.0,40.0,39
2018,9,VAN,3.0,SOFT,41.0,65.0,25
2018,9,VER,1.0,SUPERSOFT,2.0,15.0,14
2018,9,VER,2.0,SOFT,16.0,71.0,56
2018,9,VET,1.0,ULTRASOFT,2.0,15.0,14
2018,9,VET,2.0,SOFT,16.0,71.0,56
2018,10,ALO,1.0,SOFT,2.0,13.0,12
2018,10,ALO,2.0,MEDIUM,14.0,32.0,19
2018,10,ALO,3.0,SOFT,33.0,52.0,20
2018,10,BOT,1.0,SOFT,2.0,21.0,20
2018,10,BOT,2.0,MEDIUM,22.0,52.0,31
2018,10,ERI,1.0,SOFT,2.0,24.0,23
2018,10,ERI,2.0,MEDIUM,25.0,32.0,8
2018,10,GAS,1.0,SOFT,2.0,20.0,19
2018,10,GAS,2.0,MEDIUM,21.0,32.0,12
2018,10,GAS,3.0,SOFT,33.0,52.0,20
2018,10,GRO,1.0,SOFT,2.0,26.0,25
2018,10,GRO,2.0,MEDIUM,27.0,38.0,12
2018,10,HAM,1.0,SOFT,2.0,25.0,24
2018,10,HAM,2.0,MEDIUM,26.0,52.0,27
2018,10,HUL,1.0,MEDIUM,2.0,20.0,19
2018,10,HUL,2.0,HARD,21.0,52.0,32
2018,10,LEC,1.0,SOFT,2.0,18.0,17
2018,10,MAG,1.0,SOFT,2.0,25.0,24
2018,10,MAG,2.0,MEDIUM,26.0,52.0,27
2018,10,OCO,1.0,SOFT,2.0,19.0,18
2018,10,OCO,2.0,MEDIUM,20.0,52.0,33
2018,10,PER,1.0,SOFT,2.0,13.0,12
2018,10,PER,2.0,MEDIUM,14.0,32.0,19
2018,10,PER,3.0,SOFT,33.0,52.0,20
2018,10,RAI,1.0,SOFT,2.0,13.0,12
2018,10,RAI,2.0,MEDIUM,14.0,33.0,20
2018,10,RAI,3.0,SOFT,34.0,52.0,19
2018,10,RIC,1.0,SOFT,2.0,18.0,17
2018,10,RIC,2.0,MEDIUM,19.0,30.0,12
2018,10,RIC,3.0,SOFT,31.0,52.0,22
2018,10,SAI,1.0,MEDIUM,2.0,17.0,16
2018,10,SAI,2.0,HARD,18.0,32.0,15
2018,10,SAI,3.0,SOFT,33.0,38.0,6
2018,10,SIR,1.0,SOFT,2.0,21.0,20
2018,10,SIR,2.0,MEDIUM,22.0,52.0,31
2018,10,STR,1.0,MEDIUM,2.0,30.0,29
2018,10,STR,2.0,SOFT,31.0,52.0,22
2018,10,VAN,1.0,SOFT,2.0,21.0,20
2018,10,VAN,2.0,MEDIUM,22.0,33.0,12
2018,10,VAN,3.0,SOFT,34.0,52.0,19
2018,10,VER,1.0,SOFT,2.0,17.0,16
2018,10,VER,2.0,MEDIUM,18.0,33.0,16
2018,10,VER,3.0,SOFT,34.0,47.0,14
2018,10,VET,1.0,SOFT,3.0,20.0,18
2018,10,VET,2.0,MEDIUM,21.0,33.0,13
2018,10,VET,3.0,SOFT,34.0,52.0,19
2018,11,ALO,1.0,SOFT,2.0,31.0,30
2018,11,ALO,2.0,MEDIUM,32.0,43.0,12
2018,11,ALO,3.0,INTERMEDIATE,44.0,47.0,4
2018,11,ALO,4.0,SOFT,48.0,65.0,18
2018,11,BOT,1.0,ULTRASOFT,2.0,28.0,27
2018,11,BOT,2.0,SOFT,29.0,52.0,24
2018,11,BOT,3.0,ULTRASOFT,53.0,67.0,15
2018,11,ERI,1.0,SOFT,2.0,38.0,37
2018,11,ERI,2.0,ULTRASOFT,39.0,67.0,29
2018,11,GAS,1.0,SOFT,2.0,43.0,42
2018,11,GAS,2.0,WET,44.0,46.0,3
2018,11,GAS,3.0,ULTRASOFT,47.0,66.0,20
2018,11,GRO,1.0,ULTRASOFT,2.0,21.0,20
2018,11,GRO,2.0,MEDIUM,22.0,51.0,30
2018,11,GRO,3.0,INTERMEDIATE,52.0,55.0,4
2018,11,GRO,4.0,ULTRASOFT,56.0,67.0,12
2018,11,HAM,1.0,SOFT,2.0,42.0,41
2018,11,HAM,2.0,ULTRASOFT,43.0,67.0,25
2018,11,HAR,1.0,SOFT,2.0,28.0,27
2018,11,HAR,2.0,MEDIUM,29.0,52.0,24
2018,11,HAR,3.0,ULTRASOFT,53.0,67.0,15
2018,11,HUL,1.0,ULTRASOFT,2.0,18.0,17
2018,11,HUL,2.0,MEDIUM,19.0,51.0,33
2018,11,HUL,3.0,INTERMEDIATE,52.0,55.0,4
2018,11,HUL,4.0,ULTRASOFT,56.0,67.0,12
2018,11,LEC,1.0,ULTRASOFT,2.0,20.0,19
2018,11,LEC,2.0,SOFT,21.0,43.0,23
